molecule_group_id,n_observations,n_unique_folds,fold
MOL_003224,1,1,4
MOL_003225,1,1,5
MOL_003226,1,1,3
MOL_003227,1,1,1
MOL_003228,1,1,2
MOL_003229,1,1,4
MOL_003230,1,1,5
MOL_003231,2,1,4
MOL_003232,1,1,1
MOL_003233,1,1,2
MOL_003234,1,1,3
MOL_003235,1,1,4
MOL_003236,1,1,5
MOL_003237,1,1,3
MOL_003238,1,1,1
MOL_003239,1,1,2
MOL_003240,1,1,4
MOL_003241,1,1,5
MOL_003242,1,1,5
MOL_003243,1,1,1
MOL_003244,1,1,3
MOL_003245,1,1,2
MOL_003246,2,1,3
MOL_003247,2,1,4
MOL_003248,2,1,1
MOL_003249,1,1,4
MOL_003250,1,1,4
MOL_003251,1,1,2
MOL_003252,1,1,3
MOL_003253,2,1,5
MOL_003254,1,1,2
MOL_003255,1,1,1
MOL_003256,7,1,1
MOL_003257,2,1,3
MOL_003258,1,1,5
MOL_003259,1,1,4
MOL_003260,9,1,4
MOL_003261,1,1,1
MOL_003262,1,1,2
MOL_003263,1,1,3
MOL_003264,1,1,5
MOL_003265,5,1,4
MOL_003266,8,1,1
MOL_003267,2,1,2
MOL_003268,5,1,3
MOL_003269,1,1,3
MOL_003270,1,1,5
MOL_003271,2,1,2
MOL_003272,2,1,5
MOL_003273,1,1,1
MOL_003274,1,1,3
MOL_003275,1,1,4
MOL_003276,1,1,4
MOL_003277,1,1,2
MOL_003278,1,1,3
MOL_003279,3,1,5
MOL_003280,1,1,2
MOL_003281,1,1,1
MOL_003282,1,1,5
MOL_003283,1,1,5
MOL_003284,1,1,1
MOL_003285,1,1,2
MOL_003286,1,1,3
MOL_003287,1,1,2
MOL_003288,1,1,4
MOL_003289,1,1,4
MOL_003290,1,1,1
MOL_003291,1,1,2
MOL_003292,1,1,3
MOL_003293,1,1,3
MOL_003294,1,1,1
MOL_003295,1,1,4
MOL_003296,1,1,5
MOL_003297,1,1,1
MOL_003298,1,1,2
MOL_003299,1,1,3
MOL_003300,1,1,4
MOL_003301,1,1,5
MOL_003302,1,1,1
MOL_003303,2,1,4
MOL_003304,2,1,3
MOL_003305,1,1,2
MOL_003306,1,1,2
MOL_003307,1,1,4
MOL_003308,1,1,5
MOL_003309,1,1,1
MOL_003310,2,1,4
MOL_003311,1,1,5
MOL_003312,1,1,2
MOL_003313,1,1,3
MOL_003314,1,1,1
MOL_003315,1,1,3
MOL_003316,1,1,5
MOL_003317,1,1,5
MOL_003318,1,1,1
MOL_003319,1,1,2
MOL_003320,1,1,3
MOL_003321,4,1,4
MOL_003322,1,1,5
MOL_003323,2,1,4
MOL_003324,1,1,1
MOL_003325,6,1,2
MOL_003326,1,1,3
MOL_003327,1,1,5
MOL_003328,4,1,4
MOL_003329,1,1,2
MOL_003330,1,1,1
MOL_003331,1,1,3
MOL_003332,2,1,4
MOL_003333,7,1,2
MOL_003334,1,1,2
MOL_003335,1,1,5
MOL_003336,1,1,1
MOL_003337,1,1,4
MOL_003338,2,1,2
MOL_003339,1,1,4
MOL_003340,1,1,3
MOL_003341,1,1,4
MOL_003342,2,1,5
MOL_003343,3,1,1
MOL_003344,3,1,5
MOL_003345,2,1,1
MOL_003346,1,1,2
MOL_003347,1,1,3
MOL_003348,1,1,4
MOL_003349,1,1,3
MOL_003350,1,1,1
MOL_003351,1,1,2
MOL_003352,1,1,1
MOL_003353,1,1,5
MOL_003354,1,1,4
MOL_003355,1,1,5
MOL_003356,1,1,3
MOL_003357,1,1,5
MOL_003358,1,1,1
MOL_003359,1,1,2
MOL_003360,1,1,4
MOL_003361,1,1,1
MOL_003362,1,1,1
MOL_003363,2,1,2
MOL_003364,1,1,4
MOL_003365,1,1,3
MOL_003366,1,1,5
MOL_003367,2,1,1
MOL_003368,1,1,3
MOL_003369,1,1,2
MOL_003370,1,1,4
MOL_003371,1,1,5
MOL_003372,2,1,1
MOL_003373,1,1,2
MOL_003374,1,1,2
MOL_003375,1,1,3
MOL_003376,1,1,4
MOL_003377,1,1,4
MOL_003378,1,1,5
MOL_003379,1,1,2
MOL_003380,1,1,1
MOL_003381,1,1,3
MOL_003382,1,1,4
MOL_003383,1,1,5
MOL_003384,1,1,2
MOL_003385,1,1,5
MOL_003386,1,1,1
MOL_003387,1,1,3
MOL_003388,1,1,5
MOL_003389,7,1,4
MOL_003390,8,1,2
MOL_003391,1,1,1
MOL_003392,1,1,3
MOL_003393,16,1,4
MOL_003394,7,1,5
MOL_003395,1,1,1
MOL_003396,2,1,4
MOL_003397,1,1,2
MOL_003398,1,1,3
MOL_003399,2,1,5
MOL_003400,1,1,5
MOL_003401,1,1,1
MOL_003402,2,1,1
MOL_003403,1,1,2
MOL_003404,1,1,4
MOL_003405,1,1,3
MOL_003406,1,1,1
MOL_003407,1,1,2
MOL_003408,1,1,3
MOL_003409,1,1,4
MOL_003410,1,1,5
MOL_003411,1,1,3
MOL_003412,1,1,5
MOL_003413,3,1,1
MOL_003414,1,1,1
MOL_003415,1,1,5
MOL_003416,1,1,2
MOL_003417,5,1,3
MOL_003418,1,1,4
MOL_003419,1,1,2
MOL_003420,1,1,5
MOL_003421,1,1,3
MOL_003422,1,1,3
MOL_003423,1,1,1
MOL_003424,1,1,2
MOL_003425,1,1,4
MOL_003426,1,1,4
MOL_003427,1,1,5
MOL_003428,19,1,1
MOL_003429,4,1,3
MOL_003430,2,1,2
MOL_003431,1,1,4
MOL_003432,15,1,5
MOL_003433,1,1,5
MOL_003434,1,1,1
MOL_003435,1,1,2
MOL_003436,1,1,3
MOL_003437,1,1,4
MOL_003438,1,1,4
MOL_003439,1,1,5
MOL_003440,1,1,1
MOL_003441,1,1,2
MOL_003442,1,1,3
MOL_003443,1,1,2
MOL_003444,1,1,3
MOL_003445,1,1,4
MOL_003446,1,1,3
MOL_003447,1,1,1
MOL_003448,1,1,2
MOL_003449,1,1,4
MOL_003450,1,1,3
MOL_003451,1,1,5
MOL_003452,1,1,2
MOL_003453,2,1,1
MOL_003454,1,1,1
MOL_003455,1,1,3
MOL_003456,1,1,2
MOL_003457,1,1,4
MOL_003458,1,1,5
MOL_003459,1,1,5
MOL_003460,2,1,3
MOL_003461,1,1,1
MOL_003462,1,1,2
MOL_003463,2,1,3
MOL_003464,1,1,4
MOL_003465,1,1,1
MOL_003466,1,1,3
MOL_003467,1,1,2
MOL_003468,2,1,3
MOL_003469,2,1,4
MOL_003470,1,1,4
MOL_003471,1,1,5
MOL_003472,2,1,4
MOL_003473,1,1,1
MOL_003474,1,1,2
MOL_003475,1,1,3
MOL_003476,6,1,5
MOL_003477,1,1,1
MOL_003478,1,1,2
MOL_003479,3,1,3
MOL_003480,1,1,4
MOL_003481,2,1,5
MOL_003482,1,1,3
MOL_003483,2,1,4
MOL_003484,1,1,1
MOL_003485,1,1,2
MOL_003486,1,1,5
MOL_003487,1,1,2
MOL_003488,2,1,3
MOL_003489,1,1,4
MOL_003490,1,1,1
MOL_003491,2,1,2
MOL_003492,3,1,5
MOL_003493,4,1,5
MOL_003494,1,1,3
MOL_003495,2,1,1
MOL_003496,1,1,4
MOL_003497,2,1,2
MOL_003498,2,1,5
MOL_003499,1,1,1
MOL_003500,15,1,1
MOL_003501,1,1,2
MOL_003502,1,1,5
MOL_003503,1,1,3
MOL_003504,1,1,4
MOL_003505,1,1,2
MOL_003506,1,1,1
MOL_003507,1,1,3
MOL_003508,1,1,2
MOL_003509,1,1,4
MOL_003510,1,1,3
MOL_003511,2,1,5
MOL_003512,1,1,1
MOL_003513,1,1,2
MOL_003514,1,1,3
MOL_003515,1,1,4
MOL_003516,2,1,5
MOL_003517,1,1,5
MOL_003518,4,1,1
MOL_003519,2,1,2
MOL_003520,1,1,3
MOL_003521,2,1,4
MOL_003522,1,1,1
MOL_003523,1,1,3
MOL_003524,1,1,4
MOL_003525,1,1,1
MOL_003526,1,1,4
MOL_003527,2,1,2
MOL_003528,2,1,5
MOL_003529,1,1,5
MOL_003530,4,1,1
MOL_003531,1,1,2
MOL_003532,1,1,3
MOL_003533,1,1,4
MOL_003534,1,1,2
MOL_003535,1,1,3
MOL_003536,2,1,1
MOL_003537,1,1,4
MOL_003538,1,1,5
MOL_003539,2,1,1
MOL_003540,2,1,2
MOL_003541,1,1,3
MOL_003542,1,1,4
MOL_003543,1,1,5
MOL_003544,1,1,3
MOL_003545,2,1,2
MOL_003546,1,1,1
MOL_003547,2,1,3
MOL_003548,2,1,2
MOL_003549,1,1,4
MOL_003550,1,1,5
MOL_003551,1,1,5
MOL_003552,1,1,1
MOL_003553,1,1,2
MOL_003554,2,1,5
MOL_003555,1,1,4
MOL_003556,2,1,3
MOL_003557,5,1,5
MOL_003558,1,1,4
MOL_003559,1,1,5
MOL_003560,1,1,1
MOL_003561,4,1,2
MOL_003562,1,1,3
MOL_003563,6,1,4
MOL_003564,1,1,3
MOL_003565,1,1,4
MOL_003566,1,1,1
MOL_003567,1,1,2
MOL_003568,5,1,3
MOL_003569,4,1,5
MOL_003570,4,1,5
MOL_003571,3,1,1
MOL_003572,8,1,2
MOL_003573,3,1,3
MOL_003574,3,1,4
MOL_003575,4,1,1
MOL_003576,1,1,1
MOL_003577,2,1,4
MOL_003578,6,1,2
MOL_003579,1,1,2
MOL_003580,2,1,4
MOL_003581,2,1,5
MOL_003582,1,1,3
MOL_003583,1,1,5
MOL_003584,1,1,1
MOL_003585,1,1,5
MOL_003586,1,1,2
MOL_003587,3,1,3
MOL_003588,1,1,5
MOL_003589,1,1,4
MOL_003590,1,1,2
MOL_003591,1,1,3
MOL_003592,1,1,5
MOL_003593,1,1,1
MOL_003594,3,1,4
MOL_003595,2,1,1
MOL_003596,1,1,2
MOL_003597,3,1,3
MOL_003598,1,1,4
MOL_003599,1,1,5
MOL_003600,1,1,1
MOL_003601,2,1,1
MOL_003602,1,1,4
MOL_003603,1,1,2
MOL_003604,1,1,3
MOL_003605,1,1,5
MOL_003606,1,1,3
MOL_003607,1,1,1
MOL_003608,1,1,2
MOL_003609,1,1,3
MOL_003610,1,1,3
MOL_003611,1,1,4
MOL_003612,1,1,4
MOL_003613,1,1,5
MOL_003614,1,1,2
MOL_003615,1,1,1
MOL_003616,1,1,3
MOL_003617,1,1,4
MOL_003618,1,1,5
MOL_003619,1,1,3
MOL_003620,1,1,1
MOL_003621,1,1,4
MOL_003622,2,1,2
MOL_003623,1,1,5
MOL_003624,1,1,2
MOL_003625,1,1,1
MOL_003626,3,1,3
MOL_003627,3,1,4
MOL_003628,1,1,1
MOL_003629,1,1,4
MOL_003630,1,1,2
MOL_003631,1,1,5
MOL_003632,1,1,5
MOL_003633,2,1,1
MOL_003634,1,1,2
MOL_003635,1,1,3
MOL_003636,1,1,4
MOL_003637,1,1,2
MOL_003638,3,1,4
MOL_003639,1,1,3
MOL_003640,1,1,1
MOL_003641,1,1,5
MOL_003642,1,1,3
MOL_003643,1,1,3
MOL_003644,1,1,1
MOL_003645,1,1,2
MOL_003646,1,1,3
MOL_003647,1,1,4
MOL_003648,1,1,3
MOL_003649,1,1,2
MOL_003650,1,1,5
MOL_003651,1,1,1
MOL_003652,1,1,2
MOL_003653,1,1,4
MOL_003654,1,1,5
MOL_003655,1,1,3
MOL_003656,1,1,1
MOL_003657,1,1,3
MOL_003658,4,1,2
MOL_003659,1,1,4
MOL_003660,1,1,5
MOL_003661,1,1,1
MOL_003662,1,1,2
MOL_003663,1,1,5
MOL_003664,1,1,3
MOL_003665,1,1,4
MOL_003666,1,1,1
MOL_003667,1,1,5
MOL_003668,2,1,2
MOL_003669,1,1,4
MOL_003670,1,1,1
MOL_003671,1,1,3
MOL_003672,1,1,3
MOL_003673,1,1,5
MOL_003674,1,1,1
MOL_003675,1,1,2
MOL_003676,1,1,4
MOL_003677,1,1,5
MOL_003678,2,1,3
MOL_003679,1,1,1
MOL_003680,11,1,4
MOL_003681,2,1,2
MOL_003682,1,1,3
MOL_003683,3,1,5
MOL_003684,1,1,5
MOL_003685,1,1,1
MOL_003686,1,1,2
MOL_003687,1,1,3
MOL_003688,1,1,4
MOL_003689,1,1,1
MOL_003690,1,1,3
MOL_003691,1,1,2
MOL_003692,2,1,5
MOL_003693,1,1,4
MOL_003694,2,1,1
MOL_003695,1,1,2
MOL_003696,2,1,3
MOL_003697,1,1,4
MOL_003698,2,1,5
MOL_003699,1,1,1
MOL_003700,1,1,5
MOL_003701,5,1,2
MOL_003702,1,1,3
MOL_003703,1,1,1
MOL_003704,1,1,4
MOL_003705,2,1,5
MOL_003706,1,1,1
MOL_003707,2,1,2
MOL_003708,1,1,1
MOL_003709,3,1,2
MOL_003710,1,1,3
MOL_003711,1,1,4
MOL_003712,1,1,1
MOL_003713,2,1,5
MOL_003714,6,1,2
MOL_003715,14,1,2
MOL_003716,2,1,1
MOL_003717,1,1,3
MOL_003718,2,1,4
MOL_003719,1,1,4
MOL_003720,1,1,3
MOL_003721,1,1,1
MOL_003722,1,1,2
MOL_003723,1,1,5
MOL_003724,2,1,4
MOL_003725,1,1,1
MOL_003726,1,1,2
MOL_003727,1,1,5
MOL_003728,1,1,3
MOL_003729,1,1,3
MOL_003730,11,1,1
MOL_003731,1,1,2
MOL_003732,5,1,4
MOL_003733,1,1,5
MOL_003734,1,1,1
MOL_003735,2,1,2
MOL_003736,1,1,5
MOL_003737,2,1,3
MOL_003738,1,1,4
MOL_003739,1,1,3
MOL_003740,1,1,1
MOL_003741,1,1,2
MOL_003742,1,1,4
MOL_003743,12,1,5
MOL_003744,1,1,4
MOL_003745,1,1,2
MOL_003746,5,1,4
MOL_003747,1,1,5
MOL_003748,1,1,1
MOL_003749,1,1,3
MOL_003750,1,1,3
MOL_003751,1,1,1
MOL_003752,1,1,2
MOL_003753,1,1,4
MOL_003754,1,1,5
MOL_003755,1,1,4
MOL_003756,1,1,1
MOL_003757,1,1,2
MOL_003758,1,1,5
MOL_003759,2,1,3
MOL_003760,1,1,5
MOL_003761,1,1,4
MOL_003762,1,1,4
MOL_003763,2,1,5
MOL_003764,15,1,1
MOL_003765,2,1,2
MOL_003766,2,1,3
MOL_003767,1,1,4
MOL_003768,1,1,1
MOL_003769,1,1,2
MOL_003770,1,1,3
MOL_003771,1,1,4
MOL_003772,1,1,5
MOL_003773,1,1,3
MOL_003774,1,1,1
MOL_003775,1,1,3
MOL_003776,1,1,4
MOL_003777,1,1,2
MOL_003778,1,1,5
MOL_003779,1,1,5
MOL_003780,1,1,1
MOL_003781,1,1,2
MOL_003782,1,1,3
MOL_003783,1,1,4
MOL_003784,1,1,2
MOL_003785,1,1,3
MOL_003786,1,1,5
MOL_003787,1,1,5
MOL_003788,1,1,1
MOL_003789,1,1,4
MOL_003790,1,1,5
MOL_003791,1,1,1
MOL_003792,1,1,2
MOL_003793,1,1,4
MOL_003794,1,1,4
MOL_003795,1,1,3
MOL_003796,1,1,5
MOL_003797,1,1,5
MOL_003798,1,1,1
MOL_003799,6,1,2
MOL_003800,1,1,2
MOL_003801,1,1,3
MOL_003802,4,1,4
MOL_003803,1,1,5
MOL_003804,3,1,1
MOL_003805,1,1,4
MOL_003806,1,1,2
MOL_003807,1,1,1
MOL_003808,1,1,3
MOL_003809,1,1,3
MOL_003810,1,1,4
MOL_003811,5,1,5
MOL_003812,1,1,3
MOL_003813,1,1,1
MOL_003814,1,1,2
MOL_003815,1,1,5
MOL_003816,1,1,4
MOL_003817,1,1,3
MOL_003818,1,1,3
MOL_003819,1,1,5
MOL_003820,1,1,1
MOL_003821,1,1,2
MOL_003822,1,1,2
MOL_003823,1,1,4
MOL_003824,1,1,2
MOL_003825,1,1,2
MOL_003826,1,1,5
MOL_003827,2,1,1
MOL_003828,1,1,3
MOL_003829,1,1,4
MOL_003830,7,1,2
MOL_003831,1,1,4
MOL_003832,2,1,5
MOL_003833,1,1,1
MOL_003834,1,1,5
MOL_003835,1,1,1
MOL_003836,1,1,5
MOL_003837,1,1,2
MOL_003838,1,1,3
MOL_003839,1,1,5
MOL_003840,1,1,1
MOL_003841,1,1,3
MOL_003842,1,1,4
MOL_003843,3,1,2
MOL_003844,22,1,5
MOL_003845,3,1,1
MOL_003846,1,1,4
MOL_003847,2,1,5
MOL_003848,10,1,3
MOL_003849,1,1,4
MOL_003850,10,1,3
MOL_003851,1,1,3
MOL_003852,4,1,1
MOL_003853,2,1,5
MOL_003854,1,1,2
MOL_003855,1,1,4
MOL_003856,1,1,4
MOL_003857,1,1,3
MOL_003858,3,1,1
MOL_003859,1,1,3
MOL_003860,19,1,5
MOL_003861,2,1,1
MOL_003862,1,1,2
MOL_003863,1,1,2
MOL_003864,6,1,3
MOL_003865,3,1,4
MOL_003866,5,1,5
MOL_003867,2,1,5
MOL_003868,2,1,1
MOL_003869,1,1,2
MOL_003870,10,1,3
MOL_003871,4,1,4
MOL_003872,1,1,1
MOL_003873,2,1,1
MOL_003874,2,1,2
MOL_003875,1,1,4
MOL_003876,2,1,3
MOL_003877,2,1,4
MOL_003878,1,1,1
MOL_003879,5,1,5
MOL_003880,1,1,5
MOL_003881,1,1,1
MOL_003882,1,1,2
MOL_003883,1,1,3
MOL_003884,1,1,4
MOL_003885,3,1,5
MOL_003886,1,1,1
MOL_003887,1,1,4
MOL_003888,2,1,2
MOL_003889,1,1,5
MOL_003890,1,1,3
MOL_003891,1,1,3
MOL_003892,2,1,1
MOL_003893,2,1,2
MOL_003894,1,1,4
MOL_003895,1,1,5
